IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
130.61.203.115,8443,443,TRUE,FRA,Europe,Frankfurt,195,11.6
141.147.179.64,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,86,11.57
141.147.167.44,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,92,11.56
158.101.150.74,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,90,11.54
141.147.181.148,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,157,11.53
152.70.103.145,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,91,11.53
131.186.35.189,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,101,11.53
168.138.207.64,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,94,11.5
158.101.204.41,443,443,TRUE,FRA,Europe,Frankfurt,174,11.49
132.145.121.175,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,97,11.48
141.147.168.159,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,125,11.48
141.147.167.44,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,79,11.47
138.3.216.67,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,91,11.47
141.147.185.149,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,96,11.41
151.145.68.104,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,91,11.39
132.145.112.168,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,151,11.39
150.230.21.156,443,443,TRUE,FRA,Europe,Frankfurt,215,11.38
140.238.54.166,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,106,11.37
152.70.55.20,443,443,TRUE,FRA,Europe,Frankfurt,195,11.37
131.186.35.189,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,146,11.36
152.70.51.214,443,443,TRUE,FRA,Europe,Frankfurt,183,11.36
140.238.46.138,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,11.35
150.230.22.53,443,443,TRUE,FRA,Europe,Frankfurt,185,11.33
151.145.69.174,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,82,11.33
158.101.150.126,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,87,11.32
141.147.167.40,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,97,11.32
141.147.160.221,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,82,11.31
132.145.120.118,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,112,11.3
131.186.46.75,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,109,11.3
158.101.158.238,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,80,11.29
141.144.202.98,443,443,TRUE,FRA,Europe,Frankfurt,179,11.29
158.101.140.154,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,145,11.28
152.70.63.210,443,443,TRUE,FRA,Europe,Frankfurt,184,11.28
132.145.120.197,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,115,11.27
158.101.136.239,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,117,11.26
152.70.52.215,443,443,TRUE,AMS,Europe,Amsterdam,200,11.25
152.70.99.218,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,113,11.25
143.47.191.168,443,443,TRUE,FRA,Europe,Frankfurt,223,11.25
131.186.46.75,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,132,11.25
158.101.139.42,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,11.23
158.101.155.115,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,92,11.21
131.186.34.244,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,130,11.19
141.147.16.152,8443,443,TRUE,FRA,Europe,Frankfurt,167,11.18
158.101.146.203,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,96,11.17
151.145.64.170,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,345,11.17
140.238.80.153,443,443,TRUE,FRA,Europe,Frankfurt,180,11.14
141.147.174.190,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,112,11.14
131.186.58.151,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,87,11.12
132.226.214.48,443,443,TRUE,FRA,Europe,Frankfurt,192,11.11
152.70.99.187,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,99,11.1
131.186.43.207,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,105,11.1
158.101.139.42,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,131,11.09
158.101.137.74,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,120,11.09
140.238.32.238,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,82,11.07
132.145.113.148,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,153,11.05
158.101.90.190,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,94,11.04
152.70.98.174,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,91,11.03
151.145.69.174,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,70,11.01
141.147.36.12,443,443,TRUE,FRA,Europe,Frankfurt,188,11
152.70.107.26,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,116,10.99
130.162.54.206,443,443,TRUE,FRA,Europe,Frankfurt,193,10.98
143.47.225.135,443,443,TRUE,FRA,Europe,Frankfurt,228,10.97
89.168.103.247,443,443,TRUE,FRA,Europe,Frankfurt,204,10.97
132.145.246.174,443,443,TRUE,FRA,Europe,Frankfurt,189,10.97
158.101.154.70,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,10.97
144.21.32.193,2087,443,TRUE,AMS,Europe,Amsterdam,193,10.97
130.61.199.164,443,443,TRUE,FRA,Europe,Frankfurt,184,10.96
158.101.137.74,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,93,10.95
151.145.74.199,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,140,10.94
141.147.169.131,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,79,10.92
150.230.118.12,443,443,TRUE,FRA,Europe,Frankfurt,191,10.89
130.162.58.1,443,443,TRUE,FRA,Europe,Frankfurt,168,10.87
138.3.222.204,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,129,10.87
89.168.70.226,443,443,TRUE,FRA,Europe,Frankfurt,183,10.85
151.145.75.28,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,80,10.84
130.162.51.114,443,443,TRUE,FRA,Europe,Frankfurt,169,10.83
158.101.155.246,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,188,10.83
158.101.150.74,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,160,10.83
141.148.233.181,443,443,TRUE,FRA,Europe,Frankfurt,237,10.82
131.186.47.223,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,116,10.81
141.147.175.230,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,111,10.8
131.186.35.189,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,132,10.79
158.101.88.214,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,83,10.78
158.101.146.160,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,90,10.78
131.186.43.207,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,146,10.76
89.168.84.8,443,443,TRUE,FRA,Europe,Frankfurt,183,10.74
158.101.158.251,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,170,10.73
132.145.123.112,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,70,10.72
129.159.197.137,8443,443,TRUE,FRA,Europe,Frankfurt,236,10.69
138.2.163.29,443,443,TRUE,AMS,Europe,Amsterdam,182,10.68
138.3.217.39,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,95,10.68
138.3.217.39,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,123,10.68
151.145.70.28,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,147,10.67
138.2.151.106,443,443,TRUE,EWR,North America,Newark,183,10.67
131.186.62.26,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,102,10.67
158.178.153.217,443,443,TRUE,FRA,Europe,Frankfurt,192,10.66
131.186.63.127,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,120,10.66
144.21.38.144,443,443,TRUE,FRA,Europe,Frankfurt,194,10.66
141.148.230.246,443,443,TRUE,FRA,Europe,Frankfurt,173,10.65
131.186.46.75,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,120,10.65
132.145.121.123,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,83,10.62
138.3.220.4,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,71,10.6
141.147.191.132,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,107,10.59
131.186.41.255,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,147,10.58
132.145.123.112,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,93,10.56
141.147.182.76,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,136,10.56
138.3.220.4,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,111,10.55
132.145.123.112,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,86,10.53
193.123.37.159,443,443,TRUE,FRA,Europe,Frankfurt,176,10.52
158.101.146.160,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,96,10.52
131.186.63.184,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,105,10.51
158.101.155.115,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,161,10.5
131.186.34.244,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,85,10.5
143.47.231.135,443,443,TRUE,FRA,Europe,Frankfurt,203,10.49
168.138.200.159,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,80,10.49
141.144.207.208,443,443,TRUE,FRA,Europe,Frankfurt,174,10.49
138.3.211.101,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,80,10.48
141.147.179.64,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,99,10.47
141.144.204.27,8443,443,TRUE,AMS,Europe,Amsterdam,205,10.45
158.101.209.25,443,443,TRUE,FRA,Europe,Frankfurt,172,10.44
158.101.149.81,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,160,10.44
132.145.122.95,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,86,10.42
131.186.44.38,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,109,10.42
132.145.127.21,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,77,10.41
158.101.65.24,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,97,10.39
138.3.210.114,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,83,10.38
138.3.211.101,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,70,10.37
158.101.150.74,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,127,10.35
141.144.243.135,443,443,TRUE,FRA,Europe,Frankfurt,186,10.34
141.147.182.76,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,116,10.31
158.101.155.246,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,117,10.31
141.147.169.131,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,74,10.31
132.145.121.34,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,71,10.3
141.147.1.240,443,443,TRUE,FRA,Europe,Frankfurt,181,10.29
132.145.120.115,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,87,10.28
158.101.70.155,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,103,10.27
141.147.160.221,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,120,10.27
158.101.142.103,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,98,10.26
141.144.199.118,443,443,TRUE,FRA,Europe,Frankfurt,174,10.23
131.186.61.45,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,106,10.22
129.159.243.227,443,443,TRUE,FRA,Europe,Frankfurt,165,10.21
132.145.253.30,443,443,TRUE,FRA,Europe,Frankfurt,167,10.21
151.145.65.203,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,102,10.21
132.145.123.143,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,82,10.2
141.147.174.7,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,128,10.19
158.101.142.103,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,116,10.19
138.2.167.137,443,443,TRUE,FRA,Europe,Frankfurt,166,10.19
132.145.126.204,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,71,10.18
132.145.126.21,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,75,10.17
158.101.133.129,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,169,10.15
141.147.36.52,443,443,TRUE,FRA,Europe,Frankfurt,204,10.15
151.145.74.56,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,169,10.14
141.147.191.211,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,84,10.13
138.3.222.204,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,88,10.13
138.3.220.4,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,93,10.13
141.147.169.131,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,108,10.12
151.145.68.104,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,153,10.11
151.145.66.219,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,73,10.1
141.147.53.146,443,443,TRUE,FRA,Europe,Frankfurt,190,10.09
138.2.153.254,443,443,TRUE,FRA,Europe,Frankfurt,172,10.08
132.226.203.199,443,443,TRUE,FRA,Europe,Frankfurt,165,10.08
141.147.165.179,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,116,10.08
141.147.186.210,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,86,10.07
138.3.214.43,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,86,10.04
140.238.80.225,443,443,TRUE,FRA,Europe,Frankfurt,192,10.01
158.101.150.74,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,81,10.01
138.3.223.50,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,87,10
141.147.168.13,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,105,9.98
152.67.135.222,443,443,TRUE,FRA,Europe,Frankfurt,215,9.93
144.21.59.145,443,443,TRUE,FRA,Europe,Frankfurt,211,9.93
158.178.158.93,443,443,TRUE,FRA,Europe,Frankfurt,178,9.93
158.101.146.160,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,77,9.91
158.101.149.122,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,150,9.9
132.226.213.211,443,443,TRUE,FRA,Europe,Frankfurt,207,9.9
141.147.181.148,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,114,9.9
141.147.53.31,443,443,TRUE,FRA,Europe,Frankfurt,168,9.9
158.101.221.69,443,443,TRUE,FRA,Europe,Frankfurt,190,9.89
152.70.62.105,443,443,TRUE,AMS,Europe,Amsterdam,228,9.89
141.144.192.13,443,443,TRUE,FRA,Europe,Frankfurt,171,9.87
141.147.106.208,443,443,TRUE,FRA,Europe,Frankfurt,242,9.86
132.145.120.103,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,161,9.86
132.226.202.121,443,443,TRUE,FRA,Europe,Frankfurt,177,9.85
152.70.98.174,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,143,9.84
131.186.43.107,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,110,9.84
158.101.70.155,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,99,9.83
131.186.59.94,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,99,9.82
144.21.52.36,443,443,TRUE,AMS,Europe,Amsterdam,180,9.82
140.238.54.164,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,81,9.81
144.21.51.1,443,443,TRUE,CDG,Europe,Paris,183,9.81
151.145.71.40,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,96,9.8
131.186.62.26,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,114,9.79
158.101.65.24,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,9.79
131.186.37.191,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,101,9.78
158.101.211.160,443,443,TRUE,FRA,Europe,Frankfurt,190,9.78
158.101.131.218,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,80,9.78
152.70.52.253,443,443,TRUE,FRA,Europe,Frankfurt,174,9.76
158.101.158.251,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,111,9.76
143.47.177.210,443,443,TRUE,FRA,Europe,Frankfurt,225,9.76
84.235.172.28,443,443,TRUE,FRA,Europe,Frankfurt,200,9.76
84.235.164.143,443,443,TRUE,FRA,Europe,Frankfurt,177,9.75
131.186.38.135,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,101,9.75
141.147.168.159,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,76,9.75
131.186.60.162,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,99,9.74
141.147.183.96,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,100,9.72
84.235.175.139,443,443,TRUE,FRA,Europe,Frankfurt,183,9.72
143.47.234.126,443,443,TRUE,FRA,Europe,Frankfurt,180,9.72
141.144.200.129,443,443,TRUE,CDG,Europe,Paris,174,9.72
132.145.244.192,443,443,TRUE,FRA,Europe,Frankfurt,205,9.71
131.186.47.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,115,9.71
131.186.60.162,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,9.7
141.147.43.32,443,443,TRUE,FRA,Europe,Frankfurt,165,9.7
138.2.169.220,443,443,TRUE,FRA,Europe,Frankfurt,167,9.68
141.147.162.204,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,153,9.68
132.145.123.238,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,79,9.67
158.101.155.158,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,82,9.67
144.24.78.162,443,443,TRUE,ICN,Asia Pacific,Seoul,89,9.66
130.162.61.130,443,443,TRUE,FRA,Europe,Frankfurt,207,9.66
152.70.50.242,443,443,TRUE,FRA,Europe,Frankfurt,262,9.65
131.186.36.248,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,88,9.65
143.47.182.0,443,443,TRUE,FRA,Europe,Frankfurt,183,9.65
132.145.123.14,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,80,9.65
138.3.212.226,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,108,9.65
158.101.140.154,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,128,9.64
141.145.199.188,443,443,TRUE,CDG,Europe,Paris,167,9.64
141.147.47.82,443,443,TRUE,FRA,Europe,Frankfurt,199,9.64
132.145.114.4,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,92,9.64
155.248.160.116,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,71,9.63
141.144.193.177,443,443,TRUE,FRA,Europe,Frankfurt,196,9.63
141.147.183.96,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,120,9.62
131.186.41.82,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,105,9.61
131.186.34.244,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,117,9.61
158.101.147.4,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,92,9.61
131.186.45.88,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,126,9.59
132.145.123.238,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,74,9.58
138.3.220.4,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,9.58
152.67.139.187,443,443,TRUE,FRA,Europe,Frankfurt,212,9.57
158.101.136.239,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,102,9.56
150.230.117.32,443,443,TRUE,CDG,Europe,Paris,213,9.56
131.186.38.135,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,144,9.54
132.145.115.17,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,89,9.54
141.147.178.115,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,107,9.53
141.147.162.204,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,9.52
138.3.218.160,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,108,9.5
141.147.28.1,443,443,TRUE,FRA,Europe,Frankfurt,236,9.49
158.101.143.49,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,115,9.49
151.145.64.170,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,345,9.49
158.101.95.113,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,156,9.48
132.145.115.17,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,86,9.46
141.147.167.40,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,137,9.45
132.226.214.34,443,443,TRUE,FRA,Europe,Frankfurt,264,9.44
141.147.166.95,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,9.44
84.235.174.60,443,443,TRUE,FRA,Europe,Frankfurt,194,9.44
144.24.176.217,443,443,TRUE,FRA,Europe,Frankfurt,212,9.43
138.3.223.70,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,84,9.43
84.235.169.51,443,443,TRUE,AMS,Europe,Amsterdam,200,9.43
131.186.59.94,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,87,9.42
144.21.40.142,443,443,TRUE,FRA,Europe,Frankfurt,184,9.42
158.178.151.248,443,443,TRUE,FRA,Europe,Frankfurt,183,9.4
144.21.58.106,443,443,TRUE,FRA,Europe,Frankfurt,180,9.4
152.67.128.248,443,443,TRUE,FRA,Europe,Frankfurt,223,9.4
131.186.34.244,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,117,9.38
141.147.169.195,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,107,9.38
141.147.167.44,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,127,9.38
144.24.187.191,443,443,TRUE,AMS,Europe,Amsterdam,166,9.37
141.144.206.202,443,443,TRUE,FRA,Europe,Frankfurt,195,9.36
158.101.206.70,8443,443,TRUE,AMS,Europe,Amsterdam,190,9.36
141.147.166.189,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,92,9.35
132.145.121.247,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,79,9.33
131.186.39.42,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,87,9.33
158.178.146.195,443,443,TRUE,FRA,Europe,Frankfurt,175,9.32
131.186.62.26,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,150,9.32
141.144.196.81,443,443,TRUE,FRA,Europe,Frankfurt,174,9.32
193.123.38.178,443,443,TRUE,AMS,Europe,Amsterdam,186,9.31
158.101.146.165,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,143,9.3
132.145.123.159,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,97,9.3
168.138.200.155,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,9.3
132.145.114.4,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,175,9.3
141.147.30.179,443,443,TRUE,FRA,Europe,Frankfurt,183,9.3
132.145.113.148,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,105,9.29
158.101.68.100,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,127,9.29
158.101.69.144,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,142,9.28
141.144.233.144,443,443,TRUE,FRA,Europe,Frankfurt,197,9.28
158.101.149.122,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,135,9.26
141.145.206.16,8443,443,TRUE,CDG,Europe,Paris,163,9.24
152.70.106.21,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,96,9.24
143.47.241.152,443,443,TRUE,FRA,Europe,Frankfurt,199,9.23
131.186.63.35,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,98,9.22
151.145.71.127,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,84,9.22
141.147.55.82,443,443,TRUE,SIN,Asia Pacific,Singapore,167,9.21
132.145.120.197,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,94,9.19
158.101.149.52,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,91,9.19
158.101.152.221,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,199,9.18
152.67.141.193,443,443,TRUE,FRA,Europe,Frankfurt,213,9.17
143.47.233.220,443,443,TRUE,FRA,Europe,Frankfurt,209,9.17
138.3.220.4,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,75,9.17
143.47.229.215,443,0,TRUE,FRA,Europe,Frankfurt,207,9.16
138.3.216.67,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,90,9.15
168.138.207.64,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,75,9.13
141.147.166.95,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,118,9.12
158.101.140.255,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,114,9.11
143.47.244.132,443,443,TRUE,FRA,Europe,Frankfurt,194,9.1
152.70.104.69,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,96,9.1
138.3.223.70,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,109,9.1
141.147.56.176,443,443,TRUE,AMS,Europe,Amsterdam,205,9.1
89.168.114.244,443,0,TRUE,FRA,Europe,Frankfurt,193,9.1
158.101.149.71,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,111,9.09
141.147.168.13,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,89,9.08
132.145.127.51,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,83,9.07
131.186.43.107,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,125,9.07
141.144.224.182,443,443,TRUE,FRA,Europe,Frankfurt,180,9.06
131.186.37.49,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,119,9.06
143.47.231.216,443,443,TRUE,FRA,Europe,Frankfurt,188,9.06
138.3.223.50,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,83,9.04
151.145.65.8,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,86,9.03
140.238.69.242,443,443,TRUE,LHR,Europe,London,178,9.02
151.145.66.219,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,9.01
150.230.22.84,443,443,TRUE,FRA,Europe,Frankfurt,205,9.01
155.248.160.83,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,101,9.01
141.147.112.48,443,443,TRUE,FRA,Europe,Frankfurt,199,8.99
138.3.208.9,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,164,8.99
132.145.120.118,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,90,8.99
158.101.68.100,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,76,8.98
155.248.160.116,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,77,8.95
141.147.189.23,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,99,8.95
132.145.114.14,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,69,8.94
141.147.8.211,443,443,TRUE,FRA,Europe,Frankfurt,185,8.94
131.186.47.255,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,127,8.94
144.24.85.158,443,443,TRUE,ICN,Asia Pacific,Seoul,80,8.93
151.145.74.199,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,222,8.91
138.3.212.226,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,130,8.91
138.3.212.162,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,72,8.91
158.101.88.214,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,156,8.91
131.186.63.184,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,74,8.9
144.21.61.211,443,443,TRUE,FRA,Europe,Frankfurt,178,8.9
131.186.59.94,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,103,8.89
158.101.68.100,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,113,8.88
132.145.112.247,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,104,8.88
143.47.180.99,443,443,TRUE,FRA,Europe,Frankfurt,228,8.86
